IDSC04H3,Centre for Critical Development Studies (UTSC)
ECO365H5,Economics
PMU229H1,Faculty of Music
ESS234H0,Earth Sciences
MIE363H1,Mechanical & Industrial Engineering
FREC47H3,Language Studies (UTSC)
FSL205Y5,Language Studies
POL373H1,Political Science
MGAC02H3,Management (UTSC)
SOC210H5,Sociology
FAH399Y5,Visual Studies
ECE253H1,Division of Engineering Science
SOC375H5,Sociology
FRE391H5,Language Studies
OMU608H1,Faculty of Music
PHLD35H3,Philosophy (UTSC)
ENGC10H3,English (UTSC)
MAT396H1,Mathematics
VIS211H1,John H. Daniels Faculty of Architecture, Landscape, & Design
CHM485H5,Chemical and Physical Sciences
APS110H1,Engineering First Year Office
PSL300H1,Physiology
CHI409H5,Language Studies
EESC24H3,Dept. of Physical & Environmental Sci (UTSC)
TRN399Y1,Trinity College
PHLD36H3,Philosophy (UTSC)
JCP322H5,Chemical and Physical Sciences
APS064H1,Faculty of Applied Science & Engineering
PHY399Y5,Chemical and Physical Sciences
SOC429H5,Sociology
POL496H1,Political Science
SOC424H5,Sociology
EESA09H3,Dept. of Physical & Environmental Sci (UTSC)
ITA309H5,Language Studies
BIO206H5,Biology
HMU359H1,Faculty of Music
ENGD52H3,English (UTSC)
CCT420H5,Institute of Communication and Culture
FAS147H5,Visual Studies
CHMD79H3,Dept. of Physical & Environmental Sci (UTSC)
RLG307H5,Historical Studies
ENGA02H3,English (UTSC)
CHM399Y5,Chemical and Physical Sciences
HLTC29H3,Health and Society (UTSC)
PHY207H1,Physics
MSE498Y1,Materials Science and Engineering
HIS261H5,Historical Studies
ENG110H5,English and Drama
MAT237Y1,Mathematics
HMB200H1,Human Biology Program
MSE298H1,Materials Science and Engineering
SOC378H5,Sociology
ARH306Y0,Anthropology
ENG374H5,English and Drama
PMU262H1,Faculty of Music
MAT246H1,Mathematics
LINB29H3,Language Studies (UTSC)
POL113H5,Political Science
PSCD11H3,Dept. of Physical & Environmental Sci (UTSC)
PHL258H5,Philosophy
MIE191H1,Engineering First Year Office
FAH246H1,Art History
POL476H5,Political Science
MGY277H1,Molecular Genetics
ARC456H1,John H. Daniels Faculty of Architecture, Landscape, & Design
POL490H5,Political Science
VIS240H1,John H. Daniels Faculty of Architecture, Landscape, & Design
MGT326H5,Management
MSE440H1,Materials Science and Engineering
ECO349H1,Economics
MIE242H1,Mechanical & Industrial Engineering
EDS291H5,Language Studies
PHY241H5,Chemical and Physical Sciences
HISA06H3,Dept. of Historical & Cultural Studies (UTSC)
GGR217H1,Geography and Planning
TMU411H1,Faculty of Music
STA478H5,Mathematical and Computational Sciences
PHL220H5,Philosophy
EESC30H3,Dept. of Physical & Environmental Sci (UTSC)
NMC471H1,Near & Middle Eastern Civilizations
BIOD37H3,Biological Sciences (UTSC)
POL304Y5,Political Science
PMU192Y1,Faculty of Music
SOC254H1,Sociology
PSY352H5,Psychology
CHE220H1,Chemical Engineering and Applied Chemistry
BIOC17H3,Biological Sciences (UTSC)
PHL271H1,Philosophy
HPS371H1,Inst. for the History & Philosophy of Science & Technology
ANT497Y1,Anthropology
ANTD01H3,Anthropology (UTSC)
SOC216H5,Sociology
APS490Y1,Mechanical & Industrial Engineering
CME321H1,Civil and Mineral Engineering
PHLA10H3,Philosophy (UTSC)
PSYC22H3,Psychology (UTSC)
SOC326H5,Sociology
RSM333H1,Rotman Commerce
POLD98H3,Political Science (UTSC)
JMU385Y1,Faculty of Music
ECO206Y5,Economics
SOC440Y5,Sociology
MAT495H1,Mathematics
ENGC83H3,English (UTSC)
BIOD21H3,Biological Sciences (UTSC)
MGED91H3,Management (UTSC)
HISB58H3,Dept. of Historical & Cultural Studies (UTSC)
ESC301H1,Division of Engineering Science
ENGD96H3,English (UTSC)
PSYA01H3,Psychology (UTSC)
WGS372H5,Historical Studies
EMU262H1,Faculty of Music
POL405Y5,Political Science
MATC01H3,Dept. of Computer & Mathematical Sci (UTSC)
RLG311H5,Historical Studies
BCH372Y1,Biochemistry
WSTB10H3,Dept. of Historical & Cultural Studies (UTSC)
SOC338H5,Sociology
PMU355Y1,Faculty of Music
GASC53H3,Dept. of Historical & Cultural Studies (UTSC)
GGRD14H3,Human Geography (UTSC)
ENG375H5,English and Drama
GER391H1,Germanic Languages & Literatures
CHMD91H3,Dept. of Physical & Environmental Sci (UTSC)
ANT436H5,Anthropology
VCC390H5,Visual Studies
POLC87H3,Political Science (UTSC)
FRE378H5,Language Studies
CHI408H5,Language Studies
PSY343H1,Psychology
POL354H5,Political Science
LGGC66H3,Language Studies (UTSC)
ITA310H1,Italian Studies
ARC487Y1,John H. Daniels Faculty of Architecture, Landscape, & Design
POL317H1,Political Science
MGEC61H3,Management (UTSC)
EAS246H1,East Asian Studies
MAT240H5,Mathematical and Computational Sciences
ARC112H1,John H. Daniels Faculty of Architecture, Landscape, & Design
PSY403H5,Psychology
ENG205H5,English and Drama
PMU388Y1,Faculty of Music
ENG275H5,English and Drama
MDSB61H3,Dept. of Arts, Culture & Media (UTSC)
CLA308H5,Historical Studies
FAH310H5,Visual Studies
POL380H1,Political Science
ENG287H1,English
CIV300H1,Civil and Mineral Engineering
ARC457Y1,John H. Daniels Faculty of Architecture, Landscape, & Design
HLTD22H3,Health and Society (UTSC)
RLG299Y5,Historical Studies
HLTB41H3,Health and Society (UTSC)
MUS210H1,Faculty of Music
STAB52H3,Dept. of Computer & Mathematical Sci (UTSC)
LIN497Y1,Linguistics
NMC260H1,Near & Middle Eastern Civilizations
ENGD26Y3,English (UTSC)
ECO227Y5,Economics
FAS453H5,Visual Studies
CSCB63H3,Dept. of Computer & Mathematical Sci (UTSC)
CIN102H5,Visual Studies
HMB360H1,Human Biology Program
HISD58H3,Dept. of Historical & Cultural Studies (UTSC)
ARC466H1,John H. Daniels Faculty of Architecture, Landscape, & Design
MGMD01H3,Management (UTSC)
ERS303H5,Chemical and Physical Sciences
STA305H5,Mathematical and Computational Sciences
FAS248H5,Visual Studies
POL111H5,Political Science
VPHC73H3,Dept. of Arts, Culture & Media (UTSC)
CCT423H5,Institute of Communication and Culture
EAS256H1,East Asian Studies
SOC208H5,Sociology
FAS236H5,Visual Studies
APS420H1,Cross Disciplinary Programs Office
BME346H1,Division of Engineering Science
SOC330H5,Sociology
LIN495Y5,Language Studies
CTLA01H3,Centre for Teaching and Learning (UTSC)
MAT395H1,Mathematics
WGS367H1,Women and Gender Studies Institute
PHLB99H3,Philosophy (UTSC)
CCT219H5,Institute of Communication and Culture
PCJ499H1,Munk School of Global Affairs and Public Policy
HIS490H5,Historical Studies
PMU375Y1,Faculty of Music
MGD421H5,Institute of Communication and Culture
FSL105H5,Language Studies
PHL283H5,Philosophy
LAT201H1,Classics
GGR276H5,Geography, Geomatics and Environment
MAT301H1,Mathematics
UTM190H5,Institute for the Study of University Pedagogy
APS502H1,Mechanical & Industrial Engineering
ANT432H5,Anthropology
MAT499Y5,Mathematical and Computational Sciences
ECE526H1,Edward S. Rogers Sr. Dept. of Electrical & Computer Engin.
ENG325H5,English and Drama
POLC38H3,Political Science (UTSC)
CCT208H5,Institute of Communication and Culture
DRE305H5,English and Drama
ARC366H1,John H. Daniels Faculty of Architecture, Landscape, & Design
ECO436H5,Economics
BIOB34H3,Biological Sciences (UTSC)
VPSD63H3,Dept. of Arts, Culture & Media (UTSC)
ANA498Y1,Anatomy and Cell Biology
AER373H1,Division of Engineering Science
CCT212H5,Institute of Communication and Culture
ECE316H1,Edward S. Rogers Sr. Dept. of Electrical & Computer Engin.
ANT322H5,Anthropology
HLTB60H3,Health and Society (UTSC)
PHY132H1,Physics
LIN233H5,Language Studies
VST410H5,Visual Studies
POLC88H3,Political Science (UTSC)
ANT369H5,Anthropology
COPA96Y3,University of Toronto Scarborough
MGEC82H3,Management (UTSC)
RLG204H5,Historical Studies
MIE424H1,Mechanical & Industrial Engineering
THRB50H3,Dept. of Arts, Culture & Media (UTSC)
CITD30H3,Human Geography (UTSC)
VCC236H5,Visual Studies
PHYD38H3,Dept. of Physical & Environmental Sci (UTSC)
COPA90Y3,University of Toronto Scarborough
POL399Y5,Political Science
WSTC30H3,Dept. of Historical & Cultural Studies (UTSC)
ERS411H5,Chemical and Physical Sciences
PHL345H5,Philosophy
HISB94H3,Dept. of Historical & Cultural Studies (UTSC)
MIE442H1,Mechanical & Industrial Engineering
SOC275H5,Sociology
BIO483H5,Biology
HIS107H5,Historical Studies
NROD60H3,Psychology (UTSC)
BIOB52H3,Biological Sciences (UTSC)
CHMD47H3,Dept. of Physical & Environmental Sci (UTSC)
MATB24H3,Dept. of Computer & Mathematical Sci (UTSC)
PHY245H5,Chemical and Physical Sciences
NMEB09H3,Dept. of Arts, Culture & Media (UTSC)
SOC405H5,Sociology
PHL281H1,Philosophy
SOC213H1,Sociology
ENGA01H3,English (UTSC)
ANT208H5,Anthropology
VPSC70H3,Dept. of Arts, Culture & Media (UTSC)
ROB498H1,Faculty of Applied Science & Engineering
ENG102H5,English and Drama
HMB450H1,Human Biology Program
CHI311H5,Language Studies
ITA496Y5,Language Studies
POLC16H3,Political Science (UTSC)
NROC61H3,Psychology (UTSC)
CIV332H1,Civil and Mineral Engineering
CCT204H5,Institute of Communication and Culture
EMU372Y1,Faculty of Music
PEY500Y1,Faculty of Applied Science & Engineering
HIS213H5,Historical Studies
PSYC52H3,Psychology (UTSC)
COPA83Y3,University of Toronto Scarborough
CHI104H5,Language Studies
CCT250H5,Institute of Communication and Culture
CHMA10H3,Dept. of Physical & Environmental Sci (UTSC)
VIS431Y1,John H. Daniels Faculty of Architecture, Landscape, & Design
ERS202H5,Chemical and Physical Sciences
MUZC42H3,Dept. of Arts, Culture & Media (UTSC)
LIN232H5,Language Studies
FSC489H5,Anthropology
FREB17H3,Language Studies (UTSC)
MUZB64H3,Dept. of Arts, Culture & Media (UTSC)
MSE437H1,Materials Science and Engineering
VIS204H1,John H. Daniels Faculty of Architecture, Landscape, & Design
MGMC02H3,Management (UTSC)
PMU484H1,Faculty of Music
NEW390Y1,New College
NMEB05H3,Dept. of Arts, Culture & Media (UTSC)
MIE505H1,Mechanical & Industrial Engineering
ECO324H5,Economics
CLAC11H3,Dept. of Historical & Cultural Studies (UTSC)
CHE222H1,Chemical Engineering and Applied Chemistry
STAC51H3,Dept. of Computer & Mathematical Sci (UTSC)
STA399Y1,Statistical Sciences
BIO407H5,Biology
POL391H5,Political Science
MGM221H5,Management
GGR437H5,Geography, Geomatics and Environment
PSY399Y5,Psychology
ECE568H1,Edward S. Rogers Sr. Dept. of Electrical & Computer Engin.
ENG203H5,English and Drama
BIOD60H3,Biological Sciences (UTSC)
RLG361H5,Historical Studies
FRE487H5,Language Studies
MGEC02H3,Management (UTSC)
PHL302H5,Philosophy
MGT434H5,Management
MGT201H5,Management
RLG399Y5,Historical Studies
HLTD12H3,Health and Society (UTSC)
SOC322H5,Sociology
SOCC37H3,Sociology (UTSC)
RLG453H5,Historical Studies
ENGB75H3,English (UTSC)
BIO230H1,Cell and Systems Biology
HISD54H3,Dept. of Historical & Cultural Studies (UTSC)
MMU201H1,Faculty of Music
CCT111H5,Institute of Communication and Culture
HMB399Y1,Human Biology Program
EMU268H1,Faculty of Music
DRE226H5,English and Drama
ENV311H5,Geography, Geomatics and Environment
PSYC90H3,Psychology (UTSC)
ENGB35H3,English (UTSC)
ENG482H1,English
VCC309H5,Visual Studies
PMU187Y1,Faculty of Music
PMU228H1,Faculty of Music
FAS145H5,Visual Studies
TEP448H1,Inst for Studies in Transdisciplinary Engin Educ & Practice
MUZA64H3,Dept. of Arts, Culture & Media (UTSC)
RLG206H5,Historical Studies
MGMC11H3,Management (UTSC)
SOC317H5,Sociology
VPSC77H3,Dept. of Arts, Culture & Media (UTSC)
MSE218H1,Faculty of Applied Science & Engineering
MSE438H1,Materials Science and Engineering
VPSD56H3,Dept. of Arts, Culture & Media (UTSC)
CIV460H1,Division of Engineering Science
VPSB71H3,Dept. of Arts, Culture & Media (UTSC)
ENG472H5,English and Drama
CCT448H5,Institute of Communication and Culture
FSC482H5,Anthropology
EEB386H1,Ecology and Evolutionary Biology
POL209H5,Political Science
ARC252H1,John H. Daniels Faculty of Architecture, Landscape, & Design
CITB03H3,Human Geography (UTSC)
MGMA01H3,Management (UTSC)
DRE463H5,English and Drama
BIO152H5,Biology
PSY331H5,Psychology
SOCD01H3,Sociology (UTSC)
EAS241H1,East Asian Studies
SOC327H5,Sociology
ACMD01H3,Dept. of Arts, Culture & Media (UTSC)
SOC387H1,Sociology
IRE431H1,Centre for Industrial Relations and Human Resources
PHLD98H3,Philosophy (UTSC)
HLTA02H3,Health and Society (UTSC)
FAH392H5,Visual Studies
HIS385H5,Historical Studies
MGED06H3,Management (UTSC)
HIS357H5,Historical Studies
ECE361H1,Edward S. Rogers Sr. Dept. of Electrical & Computer Engin.
CHE403H1,Chemical Engineering and Applied Chemistry
MGED11H3,Management (UTSC)
EMU356Y1,Faculty of Music
POL403H5,Political Science
EDS220H5,Language Studies
PHY426H5,Chemical and Physical Sciences
CHE460H1,Chemical Engineering and Applied Chemistry
ESS450H1,Earth Sciences
ENG373H5,English and Drama
CHM120H5,Chemical and Physical Sciences
CRI391H1,Centre for Criminology and Sociolegal Studies
DTS390H1,Centre for Diaspora & Transnational Studies
CIV220H1,Civil and Mineral Engineering
VPSC56H3,Dept. of Arts, Culture & Media (UTSC)
PHL495H1,Philosophy
GGR277H5,Geography, Geomatics and Environment
HLTD44H3,Health and Society (UTSC)
CJS340H1,Jewish Studies
SPA219Y5,Language Studies
CLA234H5,Historical Studies
SOC386H1,Sociology
CHM299Y5,Chemical and Physical Sciences
ENG385H1,English
MGEC62H3,Management (UTSC)
MGT301H5,Management
DRM387H1,Centre for Drama, Theatre and Performance Studies
HLTD01H3,Health and Society (UTSC)
HSC402H5,Biology
ECE159H1,Division of Engineering Science
FRE210H1,French
ENG357H1,English
MSE490H1,Materials Science and Engineering
HLTC23H3,Health and Society (UTSC)
PMDC40H3,Biological Sciences (UTSC)
JBC472H5,Biology
PHLD86H3,Philosophy (UTSC)
WSTD10H3,Dept. of Historical & Cultural Studies (UTSC)
POLD42H3,Political Science (UTSC)
TEP234H1,Inst for Studies in Transdisciplinary Engin Educ & Practice
CHM341H5,Chemical and Physical Sciences
SMC433Y1,St. Michael's College
ENGB34H3,English (UTSC)
ENG279H5,English and Drama
SPA100Y5,Language Studies
ANT204H5,Anthropology
MGTA35H3,Management (UTSC)
ARC361Y1,John H. Daniels Faculty of Architecture, Landscape, & Design
ECE313H1,Edward S. Rogers Sr. Dept. of Electrical & Computer Engin.
VCC306H5,Visual Studies
PSY336H1,Psychology
PSYD31H3,Psychology (UTSC)
POLD30H3,Political Science (UTSC)
FSC300H5,Anthropology
MAT398H5,Mathematical and Computational Sciences
PMU478Y1,Faculty of Music
VPHC63H3,Dept. of Arts, Culture & Media (UTSC)
PHC435H1,Chemistry
PHL324H5,Philosophy
LIN299Y1,Linguistics
POL368H5,Political Science
FAS232H5,Visual Studies
ENGB08H3,English (UTSC)
GGR304H5,Geography, Geomatics and Environment
APS163H1,Engineering First Year Office
GGRC40H3,Human Geography (UTSC)
CSCB58H3,Dept. of Computer & Mathematical Sci (UTSC)
LINB10H3,Language Studies (UTSC)
MSE455H1,Materials Science and Engineering
PSY100Y5,Psychology
PHY332H5,Chemical and Physical Sciences
ANT465H5,Anthropology
PHLC06H3,Philosophy (UTSC)
MGT435H5,Management
COPA30Y3,University of Toronto Scarborough
CIV313H1,Civil and Mineral Engineering
ESTB01H3,Dept. of Physical & Environmental Sci (UTSC)
PHYC50H3,Dept. of Physical & Environmental Sci (UTSC)
WGS353H5,Historical Studies
CSCA67H3,Dept. of Computer & Mathematical Sci (UTSC)
MGM390H5,Management
JMU499H1,Faculty of Music
CSC498H5,Mathematical and Computational Sciences
ECO220Y5,Economics
STAD78H3,Dept. of Computer & Mathematical Sci (UTSC)
ESC194H1,Division of Engineering Science
HIS389H1,History
MGT231H5,Management
PSY202H1,Psychology
PMA445Y1,Faculty of Music
FSC330H5,Anthropology
MGID40H3,Management (UTSC)
ECO202Y5,Economics
CIV235H1,Civil and Mineral Engineering
TEP447H1,Inst for Studies in Transdisciplinary Engin Educ & Practice
ENV496H5,Geography, Geomatics and Environment
LIN204H5,Language Studies
JLP315H1,Linguistics
JAV200H1,John H. Daniels Faculty of Architecture, Landscape, & Design
ENG280H5,English and Drama
MAT185H1,Division of Engineering Science
FAH481Y1,Art History
PMU490Y1,Faculty of Music
PHL332H5,Philosophy
COPB14H3,Management (UTSC)
MGMB01H3,Management (UTSC)
ANTB19H3,Anthropology (UTSC)
WSTC26H3,Dept. of Historical & Cultural Studies (UTSC)
HMB437H1,Human Biology Program
MDSB62H3,Dept. of Arts, Culture & Media (UTSC)
MGFD40H3,Management (UTSC)
MUZC21H3,Dept. of Arts, Culture & Media (UTSC)
ECO400Y5,Economics
ARA212Y5,Language Studies
ACMB01H3,Dept. of Arts, Culture & Media (UTSC)
PLID03H3,Language Studies (UTSC)
EMU270H1,Faculty of Music
CHM242H5,Chemical and Physical Sciences
JCP421H5,Chemical and Physical Sciences
MDSC66H3,Dept. of Arts, Culture & Media (UTSC)
JOUC25H3,Dept. of Arts, Culture & Media (UTSC)
GASB33H3,Dept. of Historical & Cultural Studies (UTSC)
POL320Y1,Political Science
WSTD16H3,Dept. of Historical & Cultural Studies (UTSC)
ANT207H1,Anthropology
ENV332H5,Geography, Geomatics and Environment
RSM270H1,Rotman Commerce
FAH292H5,Visual Studies
ARC384H1,John H. Daniels Faculty of Architecture, Landscape, & Design
DRS122H5,English and Drama
GGRC15H3,Human Geography (UTSC)
LGGC64H3,Language Studies (UTSC)
BIOD19H3,Biological Sciences (UTSC)
ARC181H1,John H. Daniels Faculty of Architecture, Landscape, & Design
PSY325H5,Psychology
ENGC28H3,English (UTSC)
SOC460H5,Sociology
AER303H1,Division of Engineering Science
JMU191Y1,Faculty of Music
ENGC01H3,English (UTSC)
STA258H5,Mathematical and Computational Sciences
PMU451Y1,Faculty of Music
HISB65H3,Dept. of Historical & Cultural Studies (UTSC)
RLG388H5,Historical Studies
JOUD12H3,Dept. of Arts, Culture & Media (UTSC)
STA257H1,Statistical Sciences
POL475H5,Political Science
NMED10Y3,Dept. of Arts, Culture & Media (UTSC)
FAH382H1,Art History
MGT416H5,Management
ECO359H5,Economics
MSE343H1,Materials Science and Engineering
MAT188H1,Engineering First Year Office
ENG416H5,English and Drama
PHL340H1,Philosophy
LIND02H3,Language Studies (UTSC)
MGEB12H3,Management (UTSC)
ENGC14H3,English (UTSC)
MGEC41H3,Management (UTSC)
POL299Y1,Political Science
ITA388H5,Language Studies
GASD02H3,Dept. of Historical & Cultural Studies (UTSC)
CSC427H5,Mathematical and Computational Sciences
EMU485H1,Faculty of Music
CSC148H5,Mathematical and Computational Sciences
STAD94H3,Dept. of Computer & Mathematical Sci (UTSC)
ARC352H1,John H. Daniels Faculty of Architecture, Landscape, & Design
HLTC26H3,Health and Society (UTSC)
STA378H5,Mathematical and Computational Sciences
WGS355H5,Historical Studies
ANT437H5,Anthropology
IDSD02H3,Centre for Critical Development Studies (UTSC)
MIE429H1,Mechanical & Industrial Engineering
PHL374H5,Philosophy
ITA200Y5,Language Studies
LINB60H3,Language Studies (UTSC)
MAT367H1,Mathematics
LMP299Y1,Laboratory Medicine and Pathobiology
JQR360H1,New College
PHL440H5,Philosophy
FSC311H5,Anthropology
STA302H1,Statistical Sciences
EEB499Y1,Ecology and Evolutionary Biology
GGR383H5,Geography, Geomatics and Environment
ANTB16H3,Anthropology (UTSC)
MSE217H1,Materials Science and Engineering
MGT220H5,Management
PMDB41H3,Biological Sciences (UTSC)
APS113Y1,Engineering First Year Office
LTL380H5,Language Studies
MUZD80H3,Dept. of Arts, Culture & Media (UTSC)
FAS247H5,Visual Studies
FRE355H5,Language Studies
PMU305Y1,Faculty of Music
HIS431H5,Historical Studies
CSB346H1,Cell and Systems Biology
COPA82Y3,University of Toronto Scarborough
RLG313H5,Historical Studies
HIN311H5,Language Studies
CITC18H3,Human Geography (UTSC)
PHLB13H3,Philosophy (UTSC)
VPSA63H3,Dept. of Arts, Culture & Media (UTSC)
VIS326H1,John H. Daniels Faculty of Architecture, Landscape, & Design
MIE366H1,Division of Engineering Science
CCT371H5,Institute of Communication and Culture
BIOB35H3,Biological Sciences (UTSC)
OMU502Y1,Faculty of Music
VPSB59H3,Dept. of Arts, Culture & Media (UTSC)
CSCD58H3,Dept. of Computer & Mathematical Sci (UTSC)
PSYD98Y3,Psychology (UTSC)
HIS400H1,History
CSC207H5,Mathematical and Computational Sciences
WSTC28H3,Dept. of Historical & Cultural Studies (UTSC)
ANT312H5,Anthropology
IMI201H5,Institute for Management and Innovation
PSYD66H3,Psychology (UTSC)
HIS330H1,History
ECO325H1,Economics
ARC354H1,John H. Daniels Faculty of Architecture, Landscape, & Design
PHYD57H3,Dept. of Physical & Environmental Sci (UTSC)
CCT357H5,Institute of Communication and Culture
CHE323H1,Chemical Engineering and Applied Chemistry
ECO349H5,Economics
FAH270H1,Art History
GASD01H3,Dept. of Historical & Cultural Studies (UTSC)
ANT340H5,Anthropology
IDSC14H3,Centre for Critical Development Studies (UTSC)
ANT498H5,Anthropology
ACT247H1,Statistical Sciences
SOCC11H3,Sociology (UTSC)
HIS393H5,Historical Studies
CCT395H5,Institute of Communication and Culture
ECO456H5,Economics
POL496H5,Political Science
SOC345H5,Sociology
ECE244H1,Edward S. Rogers Sr. Dept. of Electrical & Computer Engin.
CCT457H5,Institute of Communication and Culture
WGS336H5,Historical Studies
PCL472Y1,Pharmacology
ENG335H5,English and Drama
SOC304H5,Sociology
IDSC17H3,Centre for Critical Development Studies (UTSC)
DTS200Y1,Centre for Diaspora & Transnational Studies
ITA400Y5,Language Studies
ENGA11H3,English (UTSC)
RLG318H5,Historical Studies
STA256H5,Mathematical and Computational Sciences
ENG255H5,English and Drama
DRE346H5,English and Drama
POL443Y5,Political Science
VIS217H1,John H. Daniels Faculty of Architecture, Landscape, & Design
MGAB02H3,Management (UTSC)
LGGD66H3,Language Studies (UTSC)
MGM466H5,Management
VPSB80H3,Dept. of Arts, Culture & Media (UTSC)
CCT453H5,Institute of Communication and Culture
LIN327H5,Language Studies
FAH216H1,Art History
HISD25H3,Dept. of Historical & Cultural Studies (UTSC)
POLC68H3,Political Science (UTSC)
BME330H1,Institute of Biomedical Engineering
VPAB17H3,Dept. of Arts, Culture & Media (UTSC)
SOCB37H3,Sociology (UTSC)
VIS331H1,John H. Daniels Faculty of Architecture, Landscape, & Design
DRS325H5,English and Drama
PHLC05H3,Philosophy (UTSC)
VPSB86H3,Dept. of Arts, Culture & Media (UTSC)
JAL355H5,Language Studies
BCH472Y1,Biochemistry
PSYB70H3,Psychology (UTSC)
JMU184Y1,Faculty of Music
CLA320H5,Historical Studies
LAT102H1,Classics
MGAD40H3,Management (UTSC)
ARC356H1,John H. Daniels Faculty of Architecture, Landscape, & Design
CCT112H5,Institute of Communication and Culture
MGEB11H3,Management (UTSC)
RLG360H5,Historical Studies
ITA450H5,Language Studies
ANT214H5,Anthropology
CRTC72H3,Dept. of Arts, Culture & Media (UTSC)
MGSC01H3,Management (UTSC)
LIN251H1,Linguistics
FSC402H5,Anthropology
MGM101H5,Management
FSC351H5,Anthropology
PHL315H5,Philosophy
CIN301H5,Visual Studies
GASB05H3,Dept. of Historical & Cultural Studies (UTSC)
CHM397H0,Chemistry
PMU126H1,Faculty of Music
CHE374H1,Division of Engineering Science
WGS367H5,Historical Studies
HISA05H3,Dept. of Historical & Cultural Studies (UTSC)
FRE488H5,Language Studies
STA260H5,Mathematical and Computational Sciences
HIS368H1,History
BME428H1,Division of Engineering Science
JOUC19H3,Dept. of Arts, Culture & Media (UTSC)
CSCC63H3,Dept. of Computer & Mathematical Sci (UTSC)
MIE364H1,Mechanical & Industrial Engineering
PMU210Y1,Faculty of Music
VPSB88H3,Dept. of Arts, Culture & Media (UTSC)
PHLB17H3,Philosophy (UTSC)
RSM490H1,Rotman Commerce
GGR484H5,Geography, Geomatics and Environment
PMA454Y1,Faculty of Music
TEP326H1,Inst for Studies in Transdisciplinary Engin Educ & Practice
PHYC11H3,Dept. of Physical & Environmental Sci (UTSC)
POL410H1,Political Science
POLC56H3,Political Science (UTSC)
JRE300H1,Cross Disciplinary Programs Office
MUZB63H3,Dept. of Arts, Culture & Media (UTSC)
CIV578H1,Civil and Mineral Engineering
ANTC18H3,Anthropology (UTSC)
PHL497H5,Philosophy
PHLC14H3,Philosophy (UTSC)
STA498H5,Mathematical and Computational Sciences
VIS202H1,John H. Daniels Faculty of Architecture, Landscape, & Design
CJS396H1,Jewish Studies
ENG337H5,English and Drama
STA221H5,Mathematical and Computational Sciences
HIS406H1,History
LIN340H5,Language Studies
PSY402H5,Psychology
GGRC13H3,Human Geography (UTSC)
MATD34H3,Dept. of Computer & Mathematical Sci (UTSC)
PMU185Y1,Faculty of Music
FSTB01H3,Dept. of Historical & Cultural Studies (UTSC)
MGFD30H3,Management (UTSC)
MIE343H1,Mechanical & Industrial Engineering
VPSB76H3,Dept. of Arts, Culture & Media (UTSC)
LIND29H3,Language Studies (UTSC)
VIS212H1,John H. Daniels Faculty of Architecture, Landscape, & Design
ESTC36H3,Dept. of Physical & Environmental Sci (UTSC)
FSC481Y5,Anthropology
PMU363Y1,Faculty of Music
PMA440Y1,Faculty of Music
COPA87Y3,University of Toronto Scarborough
PSY420H5,Psychology
PSY372H5,Psychology
FAH424H5,Visual Studies
CITC03H3,Human Geography (UTSC)
PSY299Y5,Psychology
ANT208H1,Anthropology
DTS301H5,Historical Studies
PHLC37H3,Philosophy (UTSC)
MDSD02H3,Dept. of Arts, Culture & Media (UTSC)
VCC205H5,Visual Studies
MIE488H1,Mechanical & Industrial Engineering
PHLD94H3,Philosophy (UTSC)
AER503H1,Division of Engineering Science
CIV549H1,Civil and Mineral Engineering
MAT302H5,Mathematical and Computational Sciences
CHE507H1,Chemical Engineering and Applied Chemistry
FAS245H5,Visual Studies
MGEB05H3,Management (UTSC)
CIV102H1,Division of Engineering Science
EDS285H5,Language Studies
MGT312H5,Management
FAS446Y5,Visual Studies
ENG366H5,English and Drama
HSC300H5,Biology
PHYB52H3,Dept. of Physical & Environmental Sci (UTSC)
SOC408H5,Sociology
ECO311H5,Economics
PHL246H5,Philosophy
PHLD31H3,Philosophy (UTSC)
ANT209H5,Anthropology
PMU290Y1,Faculty of Music
BIOC21H3,Biological Sciences (UTSC)
ITA491H5,Language Studies
SOC412H1,Sociology
ITA420H5,Language Studies
HIS290H5,Historical Studies
GGR311H5,Geography, Geomatics and Environment
ESS103H1,Earth Sciences
CSCD37H3,Dept. of Computer & Mathematical Sci (UTSC)
PSYC23H3,Psychology (UTSC)
CSC398H5,Mathematical and Computational Sciences
ERS472H5,Chemical and Physical Sciences
JHE353H1,Inst. for the History & Philosophy of Science & Technology
DRE344H5,English and Drama
FREB44H3,Language Studies (UTSC)
EESC33H3,Dept. of Physical & Environmental Sci (UTSC)
CHI403H5,Language Studies
CLA499H5,Historical Studies
VPSC53H3,Dept. of Arts, Culture & Media (UTSC)
SOC109H5,Sociology
BIOB11H3,Biological Sciences (UTSC)
IDSD15H3,Centre for Critical Development Studies (UTSC)
COPC99H3,Dept. of Computer & Mathematical Sci (UTSC)
NMC102H1,Near & Middle Eastern Civilizations
BIOC52H3,Biological Sciences (UTSC)
UTM101H5,Institute for the Study of University Pedagogy
ESC103H1,Division of Engineering Science
APM462H1,Mathematics
HIS499H5,Historical Studies
FRED03H3,Language Studies (UTSC)
CCT460H5,Institute of Communication and Culture
NMC262H1,Near & Middle Eastern Civilizations
CJS498Y1,Jewish Studies
GGR316H5,Geography, Geomatics and Environment
